"registry_key","Citation (APA 7th-Annotated)","sequence","DOI if different from article or doi Alt","Item number","1st Author","other author(s)","year","Publication name","DOI (or Alt)","Item name","Item encoded","Public TSV match from AUTO_Public_TSV_FileList (generated by _tools/file_list.R; do not edit manually)","Item full original title","Source format","N.B.","Progress stage","Snapshot name if unchanged","Source URL link","Flags pre-addressed","Flags possible","Flags active (skips)","Topic","Taxon","Main Trait(s)","Other Trait(s)","Material type (e.g. histological, MRI)","Method","Measure type","Team","Collection","Data role (primary/secondary/both)","Source (if secondary)","recommendation"
"Kochiyama_etal_2018_ExtendedDataTable3","Kochiyama, T., Ogihara, N., Tanabe, H. C., Kondo, O., Amano, H., Hasegawa, K., Suzuki, H., Ponce de Leon, M. S., Zollikofer, C. P. E., Bastir, M., Stringer, C., Sadato, N., & Akazawa, T. (2018). Reconstructing the Neanderthal brain using computational anatomy. Sci Rep, 8(1), 6296. https://doi.org/10.1038/s41598-018-24331-0","","","Extended Data Table 3","Kochiyama","etal","2018","Kochiyama_etal_2018","10.1038%2Fs41598-018-24331-0","Kochiyama_etal_2018_ExtendedDataTable3","10.1038%2Fs41598-018-24331-0_ExtendedDataTable3","10.1038%2Fs41598-018-24331-0_ExtendedDataTable3.tsv","Extended Data Table 3 Statistical test results of differences in the relative volumes of the parcellated brain regions among NT, EH and MH.","table","","FINISHED","","","","","","","","","","","","","","","","",""
"Kochiyama_etal_2018_Figure3A","Kochiyama, T., Ogihara, N., Tanabe, H. C., Kondo, O., Amano, H., Hasegawa, K., Suzuki, H., Ponce de Leon, M. S., Zollikofer, C. P. E., Bastir, M., Stringer, C., Sadato, N., & Akazawa, T. (2018). Reconstructing the Neanderthal brain using computational anatomy. Sci Rep, 8(1), 6296. https://doi.org/10.1038/s41598-018-24331-0","","","Figure 3A","Kochiyama","etal","2018","Kochiyama_etal_2018","10.1038%2Fs41598-018-24331-0","Kochiyama_etal_2018_Figure3A","10.1038%2Fs41598-018-24331-0_Figure3A","10.1038%2Fs41598-018-24331-0_Figure3A.tsv","Figure 3. Comparisons of the relative volumes of the parcellated brain regions among NT, EH and MH.","figure","","FINISHED","","","","","","","","","","","","","","","","",""
"Kochiyama_etal_2018_Figure3B","Kochiyama, T., Ogihara, N., Tanabe, H. C., Kondo, O., Amano, H., Hasegawa, K., Suzuki, H., Ponce de Leon, M. S., Zollikofer, C. P. E., Bastir, M., Stringer, C., Sadato, N., & Akazawa, T. (2018). Reconstructing the Neanderthal brain using computational anatomy. Sci Rep, 8(1), 6296. https://doi.org/10.1038/s41598-018-24331-0","","","Figure 3B","Kochiyama","etal","2018","Kochiyama_etal_2018","10.1038%2Fs41598-018-24331-0","Kochiyama_etal_2018_Figure3B","10.1038%2Fs41598-018-24331-0_Figure3B","10.1038%2Fs41598-018-24331-0_Figure3B.tsv","Figure 3. Comparisons of the relative volumes of the parcellated brain regions among NT, EH and MH.","figure","","FINISHED","","","","","","","","","","","","","","","","",""
"Kochiyama_etal_2018_Figure3legend","Kochiyama, T., Ogihara, N., Tanabe, H. C., Kondo, O., Amano, H., Hasegawa, K., Suzuki, H., Ponce de Leon, M. S., Zollikofer, C. P. E., Bastir, M., Stringer, C., Sadato, N., & Akazawa, T. (2018). Reconstructing the Neanderthal brain using computational anatomy. Sci Rep, 8(1), 6296. https://doi.org/10.1038/s41598-018-24331-0","","","Figure 3 legend","Kochiyama","etal","2018","Kochiyama_etal_2018","10.1038%2Fs41598-018-24331-0","Kochiyama_etal_2018_Figure3legend","10.1038%2Fs41598-018-24331-0_Figure3legend","10.1038%2Fs41598-018-24331-0_Figure3legend.tsv","Figure 3. Comparisons of the relative volumes of the parcellated brain regions among NT, EH and MH.","figure legend","","FINISHED","","","","","","","","","","","","","","","","",""
"Kochiyama_etal_2018_FossilSpecimensText","Kochiyama, T., Ogihara, N., Tanabe, H. C., Kondo, O., Amano, H., Hasegawa, K., Suzuki, H., Ponce de Leon, M. S., Zollikofer, C. P. E., Bastir, M., Stringer, C., Sadato, N., & Akazawa, T. (2018). Reconstructing the Neanderthal brain using computational anatomy. Sci Rep, 8(1), 6296. https://doi.org/10.1038/s41598-018-24331-0","","","FossilSpecimensText","Kochiyama","etal","2018","Kochiyama_etal_2018","10.1038%2Fs41598-018-24331-0","Kochiyama_etal_2018_FossilSpecimensText","10.1038%2Fs41598-018-24331-0_FossilSpecimensText","10.1038%2Fs41598-018-24331-0_FossilSpecimensText.tsv","Main text","table","","FINISHED","","","","","","","","","","","","","","","","",""
"Krompecher_Lipak_1966_Table2","Krompecher, S., & Lipak, J. (1966). A simple method for determining cerebralization. Brain weight and intelligence. J Comp Neurol, 127(1), 113-120. https://doi.org/10.1002/cne.901270108","","","Table 2","Krompecher","Lipak","1966","Krompecher_Lipak_1966","10.1002%2Fcne.901270108","Krompecher_Lipak_1966_Table2","10.1002%2Fcne.901270108_Table2","notfound","The brain-spinal cord-weight proportion of vertebrates","table","","FINISHED","","","","","","","Vertebrates","spinal cord weight","body weight; brain weight; brain/spinal-cord ratio","fresh postmortem tissue","fresh weight, dura removed, pia retained","mass","","","both","Latimer; Ziehen",""
"Krubitzer_Kaas_1990_Table1","Krubitzer, L. A., & Kaas, J. H. (1990). Cortical connections of MT in four species of primates: areal, modular, and retinotopic patterns. Vis Neurosci, 5(2), 165-204. https://doi.org/10.1017/s0952523800000213","","","Table 1","Krubitzer","Kaas","1990","Krubitzer_Kaas_1990","10.1017%2Fs0952523800000213","Krubitzer_Kaas_1990_Table1","10.1017%2Fs0952523800000213_Table1","10.1017%2Fs0952523800000213_Table1.tsv","Table 1. Surface areas of cortical fields as a percentage of the total surface of neocortex (See Fig. 1 for visual areas).","","","FINISHED","","","","","","","","","","","","","","","","",""
"Kruska_Rohrs_1974_Tables2–3","Kruska, D., & Rohrs, M. (1974). Comparative--quantitative investigations on brains of feral pigs from the Galapagos Islands and of European domestic pigs. Z Anat Entwicklungsgesch, 144(1), 61-73. https://doi.org/10.1007/bf00518633","","","Tables 2–3","Kruska","Rohrs","1974","Kruska_Rohrs_1974","10.1007%2Fbf00518633","Kruska_Rohrs_1974_Tables2–3","10.1007%2Fbf00518633_Tables2–3","notfound","","table","","","","","Source paper and target table identified","Verify taxonomy, specimen metadata, units, and structure ontology before merge","","comparative brain volumes","Artiodactyla","brain volume; medulla oblongata; cerebellum; mesencephalon; diencephalon; telencephalon; neocortex; striatum; allocortex; olfactory and limbic structures","","","Serial sections and enlarged photographs; values corrected to fresh volume using Stephan-method procedures","fresh-tissue volume (mm³); brain mass (g)","","","primary","","Directly compatible with Stephan-style volumetric structure definitions and methods."
"Kruska__2014_Tables2–3","Kruska, D. C. T. (2014). Comparative quantitative investigations on brains of wild cavies (Cavia aperea) and guinea pigs (Cavia aperea f. porcellus): A contribution to size changes of CNS structures due to domestication. Mammalian Biology, 79, 230–239. https://doi.org/10.1016/j.mambio.2013.12.005","","","Tables 2–3","Kruska","","2014","Kruska__2014","10.1016%2Fj.mambio.2013.12.005","Kruska__2014_Tables2–3","10.1016%2Fj.mambio.2013.12.005_Tables2–3","notfound","","table","","","","https://doi.org/10.1016/j.mambio.2013.12.005","Source paper and target table identified","Verify taxonomy, specimen metadata, units, and structure ontology before merge","","comparative neuroanatomy","Rodentia","brain volume; classical brain parts; neocortex gray/white; striatum; allocortex; olfactory/limbic structures; visual and auditory structures","Brain volume; classical brain parts; neocortex gray/white; striatum; allocortex; olfactory/limbic structures; visual and auditory structures","","","fresh-tissue volume (mm³); brain mass (g)","Stephan","Stephan","primary","","Directly compatible with Stephan-style brain structure volumes and explicitly uses Stephan methods/boundaries."
"Kverkova_etal_2018_Table1","Kverkova, K., Belikova, T., Olkowicz, S., Pavelkova, Z., O'Riain, M. J., Sumbera, R., Burda, H., Bennett, N. C., & Nemec, P. (2018). Sociality does not drive the evolution of large brains in eusocial African mole-rats. Sci Rep, 8(1), 9203. https://doi.org/10.1038/s41598-018-26062-8","","","Table 1","Kverkova","etal","2018","Kverkova_etal_2018","10.1038%2Fs41598-018-26062-8","Kverkova_etal_2018_Table1","10.1038%2Fs41598-018-26062-8_Table1","10.1038%2Fs41598-018-26062-8_Table1.tsv","Table 1. Origin and use of the experimental animals.","table","","FINISHED","","","","","","","African mole-rats (Bathyergidae)","metadata","","","","","Kverkova","Kverkova","primary","",""
"Kverkova_etal_2018_TableS1","Kverkova, K., Belikova, T., Olkowicz, S., Pavelkova, Z., O'Riain, M. J., Sumbera, R., Burda, H., Bennett, N. C., & Nemec, P. (2018). Sociality does not drive the evolution of large brains in eusocial African mole-rats. Sci Rep, 8(1), 9203. https://doi.org/10.1038/s41598-018-26062-8","","","Table S1","Kverkova","etal","2018","Kverkova_etal_2018","10.1038%2Fs41598-018-26062-8","Kverkova_etal_2018_TableS1","10.1038%2Fs41598-018-26062-8_TableS1","10.1038%2Fs41598-018-26062-8_TableS1.tsv","Table S1. Brain mass and brain region volumes","table","","FINISHED","","https://static-content.springer.com/esm/art%3A10.1038%2Fs41598-018-26062-8/MediaObjects/41598_2018_26062_MOESM1_ESM.docx","","","","","African mole-rats (Bathyergidae)","region size","","","","volume (region size)","Kverkova","Kverkova","primary","",""
"Kverkova_etal_2018_TableS5","Kverkova, K., Belikova, T., Olkowicz, S., Pavelkova, Z., O'Riain, M. J., Sumbera, R., Burda, H., Bennett, N. C., & Nemec, P. (2018). Sociality does not drive the evolution of large brains in eusocial African mole-rats. Sci Rep, 8(1), 9203. https://doi.org/10.1038/s41598-018-26062-8","","","Table S5","Kverkova","etal","2018","Kverkova_etal_2018","10.1038%2Fs41598-018-26062-8","Kverkova_etal_2018_TableS5","10.1038%2Fs41598-018-26062-8_TableS5","10.1038%2Fs41598-018-26062-8_TableS5.tsv","Table S5. Numbers of neurons in the whole brain and the major brain divisions","table","","FINISHED","","https://static-content.springer.com/esm/art%3A10.1038%2Fs41598-018-26062-8/MediaObjects/41598_2018_26062_MOESM1_ESM.docx","","","","","African mole-rats (Bathyergidae)","Cell numbers","","","isotropic fractionator","cell count","Kverkova","Kverkova","primary","",""
"Latimer__1942_TABLEI","Latimer, H. B. (1942). The weights of the brain and of its parts, and the weight and length of the spinal cord in the dog. Growth, 39-57.","","10.0001/placeholder","TABLE I","Latimer","","1942","Latimer__1942","10.0001%2Fplaceholder","Latimer__1942_TABLEI","10.0001%2Fplaceholder_TABLEI","10.0001%2Fplaceholder_TABLEI.tsv","TABLE 1  MEASUREMENTS AND COEFFICIENTS OF VARIATION OF THE BRAIN AND OF ITS DIVISIONS, AND OF THE SPINAL CORD IN THE DOG","table","","FINISHED","","","","","","","Dog","spinal cord weight; spinal cord length; brain weight; brain division weight (olfactory bulbs, hemispheres+diencephalon, prosencephalon, mesencephalon, cerebellum, medulla, rhombencephalon)","body weight; body length","fresh postmortem tissue","fresh weight and direct length measurement","mass; length","","","primary","",""
"Latimer__1956_Table2","Latimer, H. B. (1956). The Weights of the Parts of the Brain in Several Species of Animals. Transactions of the Kansas Academy of Science (1903-), 59(4), 432-441. https://doi.org/10.2307/3626308","","","Table 2","Latimer","","1956","Latimer__1956","10.2307%2F3626308","Latimer__1956_Table2","10.2307%2F3626308_Table2","10.2307%2F3626308_Table2.tsv","Table 2. Weights in grams of the brain stem, prosencephalon and cere- bellum and the ratios of the suprasegmental parts to the brain stem.","","","","","","","","","","","","","","","","","","","",""
"Lewitus_etal_2013_TableS2partial","Lewitus, E., Kelava, I., & Huttner, W. B. (2013). Conical expansion of the outer subventricular zone and the role of neocortical folding in evolution and development. Front Hum Neurosci, 7, 424. https://doi.org/10.3389/fnhum.2013.00424","","","Table S2 partial","Lewitus","etal","2013","Lewitus_etal_2013","10.3389%2Ffnhum.2013.00424","Lewitus_etal_2013_TableS2partial","10.3389%2Ffnhum.2013.00424_TableS2partial","10.3389%2Ffnhum.2013.00424_TableS2partial.tsv","","","","FINISHED","","","","","","","Mammals","cortical progenitors / oSVZ","","","","cortical development (outer SVZ)","","","primary","",""
"Lewitus_etal_2014_TableS1","Lewitus, E., Kelava, I., Kalinka, A. T., Tomancak, P., & Huttner, W. B. (2014). An adaptive threshold in mammalian neocortical evolution. PLoS Biol, 12(11), e1002000. https://doi.org/10.1371/journal.pbio.1002000","","","Table S1","Lewitus","etal","2014","Lewitus_etal_2014","10.1371%2Fjournal.pbio.1002000","Lewitus_etal_2014_TableS1","10.1371%2Fjournal.pbio.1002000_TableS1","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Table S1 Physiological and life-history variables","","","FINISHED","","","","","","","Mammals","gyrification","","","","cortical folding (gyrification)","","","secondary","",""
"Lewitus_etal_2014_TableS8","Lewitus, E., Kelava, I., Kalinka, A. T., Tomancak, P., & Huttner, W. B. (2014). An adaptive threshold in mammalian neocortical evolution. PLoS Biol, 12(11), e1002000. https://doi.org/10.1371/journal.pbio.1002000","","","Table S8","Lewitus","etal","2014","Lewitus_etal_2014","10.1371%2Fjournal.pbio.1002000","Lewitus_etal_2014_TableS8","10.1371%2Fjournal.pbio.1002000_TableS8","10.1371%2Fjournal.pbio.1002000_TableS8.tsv","Table S8: Neocortical neuron number for Figure 3d","","","FINISHED","","","","","","","Mammals","gyrification","","","","cortical folding (gyrification)","","","secondary","",""
"Liu_etal_2016_TableS1","Liu, M. J., Xiong, C. H., & Hu, D. (2016). Assessing the manipulative potentials of monkeys, apes and humans from hand proportions: implications for hand evolution. Proc Biol Sci, 283(1843). https://doi.org/10.1098/rspb.2016.1923","","","Table S1","Liu","etal","2016","Liu_etal_2016","10.1098%2Frspb.2016.1923","Liu_etal_2016_TableS1","10.1098%2Frspb.2016.1923_TableS1","10.1098%2Frspb.2016.1923_TableS1.tsv","","table","","FINISHED","","","","","","","Primates","hand manipulability (workspace, global manipulation index)","","","","hand morphology / manipulability index","Liu","","secondary","","137 specimens / 13 anthropoid species. NOT an independent measurement - a functional model applied to Feix et al. 2015 morphometrics, which also underlie Baker_etal_2025 peak_workspace: citation-dependent, resolve never average. Feix et al. 2015 is the upstream primary and is not yet in the repo."
"Lyamin_etal_2008_Table1","Lyamin, O. I., Manger, P. R., Ridgway, S. H., Mukhametov, L. M., & Siegel, J. M. (2008). Cetacean sleep: an unusual form of mammalian sleep. Neurosci Biobehav Rev, 32(8), 1451-1484. https://doi.org/10.1016/j.neubiorev.2008.05.023","","","Table 1","Lyamin","etal","2008","Lyamin_etal_2008","10.1016%2Fj.neubiorev.2008.05.023","Lyamin_etal_2008_Table1","10.1016%2Fj.neubiorev.2008.05.023_Table1","10.1016%2Fj.neubiorev.2008.05.023_Table1.tsv","","","","FINISHED","","","","","","","","","","","","","","","","",""
"Lyamin_etal_2008_Table2","Lyamin, O. I., Manger, P. R., Ridgway, S. H., Mukhametov, L. M., & Siegel, J. M. (2008). Cetacean sleep: an unusual form of mammalian sleep. Neurosci Biobehav Rev, 32(8), 1451-1484. https://doi.org/10.1016/j.neubiorev.2008.05.023","","","Table 2","Lyamin","etal","2008","Lyamin_etal_2008","10.1016%2Fj.neubiorev.2008.05.023","Lyamin_etal_2008_Table2","10.1016%2Fj.neubiorev.2008.05.023_Table2","10.1016%2Fj.neubiorev.2008.05.023_Table2.tsv","","","","FINISHED","","","","","","","","","","","","","","","","",""
"MacLarnon__1996_Table1","MacLarnon, A. (1996). The scaling of gross dimensions of the spinal cord in primates and other species. J Hum Evol, 30(1), 71-87. https://doi.org/10.1006/jhev.1996.0005","","","Table 1","MacLarnon","","1996","MacLarnon__1996","10.1006%2Fjhev.1996.0005","MacLarnon__1996_Table1","10.1006%2Fjhev.1996.0005_Table1","10.1006%2Fjhev.1996.0005_Table1.tsv","Table 1 Data","","","FINISHED","","","","","","","Primates","spinal cord dimensions","","","","spinal cord morphometry (volume)","","","primary","",""
"MacLeod__2000_APPENDIXI","MacLeod, C. E. (2000). The cerebellum and its part in the evolution of the hominoid brain (Publication No. NQ61662) [Doctoral dissertation, Simon Fraser University]. Library and Archives Canada.","","NQ:61662","APPENDIX I","MacLeod","","2000","MacLeod__2000","NQ%3A61662","MacLeod__2000_APPENDIXI","NQ%3A61662_APPENDIXI","NQ%3A61662_APPENDIXI.tsv","APPENDIX I: DUESSELDORF RECORDS OF PRIMATES USED IN HIRNFORSCHUNG VOLUMETRIC STUDY","","","FINISHED","","","","","","","","","","","","","","","","",""
"MacLeod_etal_2003_Table1","MacLeod, C. E., Zilles, K., Schleicher, A., Rilling, J. K., & Gibson, K. R. (2003). Expansion of the neocerebellum in Hominoidea. J Hum Evol, 44(4), 401-429. https://doi.org/10.1016/s0047-2484(03)00028-9","","","Table 1","MacLeod","etal","2003","MacLeod_etal_2003","10.1016%2Fs0047-2484(03)00028-9","MacLeod_etal_2003_Table1","10.1016%2Fs0047-2484(03)00028-9_Table1","10.1016%2Fs0047-2484(03)00028-9_Table1.tsv","Table 1 Volumetric data from the Yerkes sample","","","FINISHED","","","","","","","Primates","cerebellum / neocerebellum volume","","MRI","volumetry","volume","Rilling","Rilling-Semendeferi MRIs","primary","",""
